review_text,label,label_encoded
pengiriman pos lama kacau sisanya aman aplikasinya sangat membantu buat yang mager kesamsat,Positif,2
ok,Netral,1
cepat,Positif,2
nya klik depan ini bagaimana enggak bisa lanjut ke ya,Negatif,0
[UNK] [UNK] baby lumayan kebantu dengan penampilan barunya,Netral,1
proses cepat tanpa ribet,Negatif,0
halo mau tanya kok saya enggak bisa ya bayar melalui shopee dana gopay tulisan wilayah tidak terjangkau saya dari jawa barat,Negatif,0
bermanfaat banget buat perpanjang stnk,Netral,1
israel aga tidak pengiriman ya,Netral,1
bagus cepat,Positif,2
bulan nanti dikirin stnk jangan terlalu dulu kembali lagi solusi terlalu lama,Netral,1
mudah dan cepat alhamdulillah,Positif,2
sangat tidak maka petugas hukuman mati akan balik ke pencaloan,Negatif,0
mempermudah karena tanpa harus datang ke samsat alur perjuangan para pemuda ke kecamatan luar provinsi,Netral,1
terbaik sesai 10 kebutuhan sesuai minat,Netral,1
kerja ke stnk tapi tidak bisa malah mau bayar ke samsat bisa tetapi coba ini aplikasi kalau yg bisa anda gunakan,Negatif,0
aplikasi tak berguna,Netral,1
error terus apk nya,Negatif,0
sangat membantu dan memudahkan masyarakat,Positif,2
karena tahu sekarang belum bayar stnk nya padahal saya bilang bayar kami kirim nya,Netral,1
pengirimannya masih lama semoga kedepan bisa lebih baik,Netral,1
kenapa pun begitu gagal terus,Negatif,0
stuck di dalamnya semua kode tidak bisa berubah karena ya,Negatif,0
menggunakan apk ini untuk yang kedua kalinya pertama stnk mobil yang kedua stnk motor keduanya berjalan mulus tanpa kendala,Netral,1
sama beres,Netral,1
sudah kena biaya pemgiriman stnk rp tapi belum dikirim jasa pengiriman via pos info nya tapi tidak dapat kode pengiriman buat mgecek,Netral,1
tahun ini uang adminnya sudah mahal namun biaya kena tambahan ongkir sekitar ribu tahun ini baru banyak biaya keuangan total tambahannya plus uang hampir habis,Netral,1
tiba untuk tahun lancar bayar pajak baru ini tiba tanpa bisa info ke cs yang belum terdaftar kok bisa tidak juga kena tahun bayar,Negatif,0
mudah dan cepat sampai dokumennya,Positif,2
satset,Netral,1
mantap surantap,Positif,2
sudah melakukan pembayaran dan sudah minggu stnk belum di kirim,Netral,1
sangat bermanfaat dan berguna juga terima kasih banyak,Positif,2
bantu permudah pengurusan pajak kendaraan kalau bisa pajak plat juga bisa di urus lewat aplikasi signal,Netral,1
enggak sampai seminggu sudah jadi mantap,Positif,2
kecewa dapat kode pembayaran mau dibayar kan eror saat menghubungi cs selalu dibilang proses pemeliharaan sistem mulu dan tidak diberitahu sampai kapan sudah berkala masih saja sama tidak bisa dibayarkan,Negatif,0
jadi itu saja enggak ada kok,Negatif,0
akan memiliki info terkendala pasti ktp musti sudah disdukcapil padahal sedang urusan ke base bank dan lainnya bahkan ada masalah dengan surat tolong ke benerin lagi,Netral,1
alhamdulillah aplikasi sudah bisa lagi sudah tahun pakai ini dan stnk sampai dengan selamat,Positif,2
aplikasi signal mantap,Positif,2
proses daftar artis sulit sudah satu kali sudah keluar tapi yg belum bisa,Netral,1
aplikasi lancar dan baik mungkin bisa diberikan notif terkait jam operasional,Positif,2
layanan cepat dan aman pastinya memudahkan kita,Positif,2
mantap,Positif,2
sejauh ini masih bagus dan mudah untuk digunakan pertahankan dan tingkatkan,Positif,2
sebenarnya aplikasi ini sangat membantu prosesnya mudah dan pembayaran gampang tanpa harus datang ke samsat tapi sangat di sayangkan untuk proses pengiriman dokumen asli cukup lama saya proses pembayaran dari tanggal agustus dan dokumen baru terkirim pada tanggal agustus hampir bulan itu juga baru di proses setelah karena saya buat pengaduan terkait lamanya proses pengiriman ke customer care signal lewat email,Positif,2
cepat sekal tanpa antri dan tinggal ambil stnk nya atau dikirim ke alamat,Positif,2
mbulet sudah bayar pajak juga masih belum aktif,Netral,1
aplikasi mulai dimanfaatkan ketika mau ke stnk,Netral,1
sangat membantu tidak perlu ribet ke samsat,Negatif,0
pembayaran jadi lebih mudah,Positif,2
sangat puas tanpa harus ribet pergi masuk sekolah daftarnya lengkap seperti,Negatif,0
untuk bisa menangkapnya,Negatif,0
alhamdulillah sudah kali membayar pajak melalui apk signal untuk proses tidak ada kendala dan transaksi tidak ribet asal teliti pendaftaran satu kakak untuk stnk yang akan di perpanjang,Negatif,0
sangat asing bagi masyarakat khususnya disini,Netral,1
ada saya siapa dapat masuk perpanjang ya signal ok pas saya enggak suka hologram dengar ini kan apa bagaimana ya,Netral,1
mudah bayar pajak enggak usah antri lagi ke samsat tinggal bayar dari rumah tunggu dirumah stnk diantar ke rumah,Positif,2
sangat mudah cepat dan yang pasti membantu karena kesibukan kerja,Positif,2
jamuan makanan walaupun menunggu enam minggu banyak berharap kepolisian bisa mengayomi masyarakat indonesia lebih baik dan lebih membantu masyarakat kejujuran keamanan aman pondok indah,Netral,1
alhamdulillah stnk sudah jadi terima kasih,Positif,2
mantap tidak langsung diproses cuman tidak cukup di pencetakan atau ganti kaleng tidak bisa online,Negatif,0
mantap sangat membantu enggak usah jauh datang untuk membayar pajak kendaraan tinggal buka hp dan tunggu di rumah terima kasih,Positif,2
sangat membantu mengurangi praktik calo yang dipelihara dilapangan,Positif,2
keren cepat sekal senin magrib bayar kamis siang tiba,Positif,2
mantap layanan cepat,Positif,2
enggak dikasih plastik pengaman harusnya bisa lebih lagi pelayanannya,Netral,1
sangat memudahkan membayar pajak tanpa harus ke kantor proses cepat dan amanah,Positif,2
sudah mungkin masih enggak bisa apply gak gagal,Negatif,0
bikin aplikasi jadi beginian dulu karna akan pulang padahal rakyat kasih duit ke tempat hilang,Negatif,0
lading nya masih sering terputus,Netral,1
اوكي,Netral,1
pengiriman cukup lama harian,Netral,1
sangat berguna mempermudah bayar pajak tanpa ribet aiueo,Negatif,0
mantap setengah hari sudah datang kerumah,Positif,2
manta bb bb,Netral,1
sudah di coba berulang tetapi giliran yg bayar enggak yg langsung sampai bayar tidak valid dulu,Negatif,0
hanya di peruntukan bagi sebagian orang saja karena kemudahan bukan di peruntukan bagi orang yang hanya mampu beli motor bekas kemudahan tidak berlaku bagi orang yang memiliki kendaraan tanpa mampu untuk balik nama kepemilikan,Netral,1
tidak usah login mau meminta maaf otp sedangkan email yg disetujui padahal email sudah dibuka,Negatif,0
bulan baru sampai wkwkwk,Netral,1
sangat membantu saya yang kelupaan bayar pajak hahahaha,Positif,2
terpercaya dan benar dan sangat membantu dalam hal aktifitas sedang berjln,Positif,2
sangat membantu saat tak ada waktu,Positif,2
terminal wong kendal tapi sekarang janji,Netral,1
proses cepat dan mudah,Positif,2
semuanya serba gampang cuma dalam pengiriman saja yang lamaa,Netral,1
2015 daftar cuma lading polri,Netral,1
cukup bayar di nik enggak yg kita cari ktp pemilik aslinya cukup log pakai nik jual beli,Netral,1
sangat bisa menarik pajak kendaraan jadi uang asli mobil saya bayar dengan susah payah bekerja menjadi manfaat karena kemasyarakat semua tak disalah kan,Negatif,0
nih tiap mau di bayar aplikasinya muter muter doang bagaimana ini,Netral,1
luarr biasa,Netral,1
aku dg apk nya pengaduan dia nya buat apa kalo [UNK] [UNK] 族 [UNK],Netral,1
tidak bisa membantu sama sekal menyulitkan orang yang hanya mampu beli motor mobil bekas atas nama orang lain luar daerah saat mau bayar pajak online tidak bisa dan saat lewat calo harganya mahal,Negatif,0
setiap mau melakukan pembayaran tidak bisa mohon bantuannya padahal aplikasi ini sangat membantu,Negatif,0
ada biaya admin ada biaya perbankan kebanyakan biaya jadi makin mahal total pembayarannya mengira pakai aplikasi bisa lebih mudah dan murah malah lebih mahal,Positif,2
bagus sangat membantu,Positif,2
bagus,Positif,2
semoga bermanfaat,Netral,1
harga masih sama padahal masih sesama penjual,Negatif,0
good juga boleh ke dealer,Negatif,0
oke cuman aga lama saja pengiriman nya,Netral,1
manta enggak usah ke samsat lagi,Netral,1
terkirim dengan selamat,Netral,1
alhamdulillah lebih mudah dan menghemat waktu terima kasih,Positif,2
terima kasih sudah sangat membantu,Positif,2
bafus tapi sekal sendiri kalau di update dia kok menjadi jadi pegesahan malah tidak arahkan ke amsat terdekat,Negatif,0
mudah dan cepat,Positif,2
′,Netral,1
enggak mereka memasuki data kendaraan padahal jalanan benar ilegal,Negatif,0
aman diterima dengan baik terima kasih,Positif,2
oke,Netral,1
mantap jadi simple untuk melakukan pembayaran pajak,Positif,2
mempermudah bagi yang waktu nya sibuk,Netral,1
bagus sudah kali pakai dan berhasil cuma mengenai stempel enggak ada yang di lembar satu nya enggak jadi masalah kan ya sudah kali menggunakan signal terima kasih,Positif,2
baru pertama kali mencoba perpanjak lewat aplikasi signal mengira lama ternyata responnya cepat sekal mantap,Positif,2
susah banget pas mau meminta kode pembayaran sudah coba mingguan tetap enggak bisa,Negatif,0
untuk jawa barat pembayarannya dipermudah lagi dong,Netral,1
apalah banyak kali kekurangannya mau melakukan pembayaran buffering terus,Netral,1
membantu banget buat yang enggak sempat urus pajak kendaraan tahunan ke samsat,Positif,2
ini kenapa tidak bisa dikirimkan ke alamat saya pengesahan nya tolong segera perbaiki sistem pengiriman nya,Negatif,0
mi min saya akhirnya mi gagal terus kenapa mi saat mau mendaftarkan no kendaraan,Negatif,0
cukup anda apalagi kadang suka eror juga bisa baik kedepannya,Netral,1
cukup baik,Netral,1
jajal via online pertama,Netral,1
sangat tidak mau nya baru mau daftar 1 atau meminta ampun selalu enggak bisa bisa mempermudah nya malah gak makin bosan sih,Negatif,0
ok,Netral,1
sangat mudah bagus cepat prosesnya,Positif,2
penggantian ada stiker diganti sebagai ganti surat pengesahan baru,Netral,1
tinggal duduk manis drmh minggu sampai stnk nya good job signal coba kalo bisa pajak tahunan sama kayak begini lebih mempermudah bayar pajak kita kita,Netral,1
lumayan memudahkan kiriman juga cepat sayangnya bank cimb niaga belum kerjasama,Positif,2
mantap sekarang sudah enggak perlu mengantri diloket untuk pembayarannya,Positif,2
jaya layanan membantu verifikasi oleh mulu private service enggak membantu,Negatif,0
mohon di adakanya konfirmasi calon pada tab tab anda inginkan,Netral,1
anda temui daftar keluarga saya tidak bisa tolong dong pak,Negatif,0
responsif seperti didunia terpercaya thanks 2014,Netral,1
kagak perlu antri² stnk di antera sampai rumah,Netral,1
1985,Negatif,0
sensus gagal lai tahun data kependudukan tidak sesai,Negatif,0
apknya sangat membantu,Positif,2
stnk ku sudah sampai dengan cepat terima kasih banyak dengan adanya aplikasi singnal mengurus stnk sudah dirumah saja tanpa capek ke kantor samsat untuk mengurus nya ayo cepat download aplikasi singnal ya sobat,Positif,2
mantap simpel tidak ribet tinggal tunggu stnk datang ke rumah malah lebih murah ayo maju neger mudahkan untuk rakyat maju teknologi,Negatif,0
belum pernah,Netral,1
kirim kirim oleh kp pos ind medan,Negatif,0
sangat mudah digunakan dan bermanfaat,Positif,2
pengiriman barang,Netral,1
terbaik pembayaran lebib mudah untuk pajak mobil saya posisi di medan dan plat asli malang hari stnk fisik sampai medan terbaik,Positif,2
selalu gagal perpanjang stnk sudah reinstall berulang kali masih tetap sama,Negatif,0
mantap,Positif,2
mempermudah bayar pajak buat yang mobilitas diluar kota dan an sendiri padahal kalo bisa buat bayar pajak tahunan an orang lain juga lebih mantap,Positif,2
jauh tapi agak kurang bahkan jauh kali ya,Negatif,0
tidak taat bayar pajak tapi sebagian sebagian ribet pengiriman biaya kebanyakan ongkos kerja,Negatif,0
itu si good,Netral,1
terima kasih atas kemudahan dalam membayar pajak kendaraan semoga ini bisa menjadi kebaikan buat negara kita yang tercinta ini barakallahu fiik,Positif,2
kan lah kalo i saja pengiriman lebih detail,Netral,1
uang sudah di transfer tapi status gagal kadaluarsa bagaimana ini uang saya,Negatif,0
kok ribet banget sih bpk pembuat peraturan mau bayar pajak saja susah registrasi nya sudah kayak mau daftar pns,Negatif,0
oke,Netral,1
tidak bisa mendapatkan kode perusahaan oleh trade lading terus,Negatif,0
mantap sangat membantu masyarakat mudah prosesnya,Positif,2
sudah the best tapi masih ada yang perlu di perhatian seperti stnk kalau bisa di kiri ke alamat terkini atau yang terbaru terima kasih,Positif,2
tidak mudah keluar nik online padahal semua sudah benar lewat email tetap di suruh dengan handphone percuma deh 3 tetapi cuma ingin bebas download padahal itu atas nama sendiri dan ktp sudah sesai,Negatif,0
insya umat manusia,Netral,1
proses mudah praktis cepat sangat membantu dalam proses membayar pajak,Positif,2
cepat responnya hari sudah sampai,Positif,2
mempermudah,Netral,1
enggak ribet enggak mengantri cepat,Negatif,0
mudah dan aman,Positif,2
super sekal,Netral,1
mantap cepat dan terpercaya kalo ada info perpanjang sim kayak begini mantap nih,Positif,2
• sip,Netral,1
bagus sekal aplikasinya memudahkan untuk bayar pajak tanpa harus antri di samsat,Positif,2
pelayanan nya mudah dan cepat,Positif,2
enggak bisa ganti email harus verif melulu tapi kan salah input buat email nya saya pengin ada tambahain fitur ganti email,Negatif,0
aplikasi rumah biasa,Netral,1
fitur live nya kita enggak bisa menjawab harga dengan handphone fitur jual nya pun nya bisa sekali pakai,Negatif,0
maka bisa tapi akhir ini daftar pengesahannya jadi karena desa notif jadi berhasil didaftarkan apa gara di wilayah desa yang seharusnya tidak kompeten,Negatif,0
sangat membantu yang bisa agak di loadingnya,Negatif,0
mantap,Positif,2
tahun nih produk negara daftarkan kendaraan serba pakai saja error mulu ujung barang tetap kan kantor dengan birokrasi kalian yang ribet jadi satu dengan pajak apa develop anda beginian,Negatif,0
sangat membantu,Positif,2
kalau nih enggak dia ribet bisa saja nih itu ya untuk live chat bertanya data atau saja terus langsung dihubungin jangan semuanya di tanya jadi paling jawab anaknya karena yang ingin masih saja nya,Negatif,0
praktis jadi mundur enggak mungkin,Negatif,0
membantu sekal untuk pekerja atau irt tapi tolong diperbaiki selalu terkendala saat pembayaran alhasil jadi telat dan kena denda,Positif,2
mantap mempermudah dalam pembayaran pajak lebih ditingkatkan lagi terus berkembang,Positif,2
mempermudah dilayani pelayanan pelayanan pajak berpenghasilan good,Netral,1
mulus dan tanpa perlu terkirim ke alamat yag dituju dengan mulus,Negatif,0
kami memasukan data apa saja tidak sampai,Negatif,0
yang buruk juga selalu gagal,Negatif,0
saya kasih bintang dua tingkat lalu proses baru yang tidak menunggu lama,Netral,1
saat saya ingin melakukan pembayaran tidak bisa baik itu dari alfamart indomaret dana maupun bank bni cuma lading lalu tidak di temukan padahal kode pembayaran sudah benar mohon bantuannya dong masa jadi ribet begini,Negatif,0
keren,Positif,2
tidak mau verifikasi gagal pemilu 2023,Negatif,0
memudahkan pajak kendaraan tidqk perlu antri dan datang ke samsat hanya pengirimannya agak lama saya pajak tanggal juli sampai stnknya tanggal agustus,Netral,1
taat pajak mntp,Netral,1
mantap,Positif,2
mau mau tidak otp lancar kok susah banget sekarang,Negatif,0
proses pematangan balita bisa mengantri,Negatif,0
ok signal mantap nih bayar pajak kendaraan jadi lebih mudah,Positif,2
proses pengiriman lama proses awal jadi juga bisa dipastikan molor terbukti setiap hari atau produksi yp belum ada dilacak pengiriman jadi,Netral,1
bisa sih bintang kalau pengirimannya itu enggak lama banget,Netral,1
bagus cuman pengiriman nya lama sampai minggu lebih,Positif,2
proses bayar pajak gampang bagi yang tidak telat kalo telat enggak bisa bayar pakai aplikasi ini,Negatif,0
mudah dan efisien tiap tahun selalu pakai,Positif,2
1982,Netral,1
kemudian proses untuk pindah toko tanpa ribet terima rumah pak polisi,Negatif,0
dealer,Netral,1
saya ingin tau cara dan berapa saya bayar pajak kendaraan,Netral,1
dengan bayar pajak melalui aplikasi signal lebih membantu untuk yang rumahnya jauh dari samsat,Positif,2
itu kali kedua jambar ok sat set jadi deh makin jujur makin maju bukan maling,Netral,1
mantap,Positif,2
bbm dalam pengiriman yang lama dan masih pilih kilat pengiriman harian dan kemarin amplopnya aktif dan ada perbaikan mohon di perbaiki seluruh kantor posnya kalo kemudahan luar untuk aplikasi nya hemat waktu,Netral,1
sangat mudah digunakan dan praktis,Positif,2
mempermudah sekal untuk para pekerja,Netral,1
stnk sudah sampai sudah satu tahun sama pak nya,Netral,1
hardware bisa dianggap asli atau tidak bisa dipakai padahal berlaku seumur hidup aplikasi untuk enggak hidup,Negatif,0
untuk verifikasi akun saja tidak bisa,Negatif,0
ini sampai wilayah mana saja ya saya mau daftarin kendaraan gagal terus,Negatif,0
manta,Netral,1
begini lah makin cepat,Positif,2
s app,Netral,1
industry ditingkatkan lagi proses kerja pertambahan kecepatan pengiriman,Netral,1
baru pertama kali menggunakan aplikasi signal untuk memperpanjang pajak kendaraan bermotor aplikasi nya mudah di gunakan tidak banyak proses nya begitu memasukkan data kendaraan mengisi identitas lalu melakukan pembayaran dan selesai untuk waktu pengiriman nya juga terbilang cepat hanya hari sudah dikirimkan ke alamat kita terima kasih untuk saran nya agar layanan lapor jual kendaraan bermotor segera di realisme untuk mempermudah blokir kendaraan yang sudah di jual,Positif,2
verifikasi susah,Negatif,0
sangat membantu,Positif,2
aplikasi enggak jls belum ada daftar tapi dah terdaftar di coba enggak bisa aplikasi siri di sayang anda jadi dong sayang buruk,Negatif,0
mempermudah perpanjangan dari rumah saja bisa,Netral,1
katanya e tapi mengurus lagi ke samsat hadehh,Netral,1
pengiriman stnk terlalu lama,Netral,1
bintang dulu karena proses perakitan massal neo kolektif,Netral,1
memudahan buat yang sedang merantau,Netral,1
sampah ini asli mohon maaf tapi saya sudah menunggu dari belakang sampai kali ini sudah dikirim juga dan jadi ini hanya ada solusi yg apa,Negatif,0
masa jarang pembayaran pajak kendaraan 100 kok ada tambahan biaya parkir khusus bank [UNK],Netral,1
sudah dua kali mengurus deh cepat prosesnya harapannya tetap di pertahankan bila perlu di tingkatkan untuk menjadi pelopor profesional,Positif,2
cukup membantu,Positif,2
membanyaki korupsinya bikin aplikasi saja enggak bisa sampah,Negatif,0
keren mantap,Positif,2
tolong dong kok enggak bisa bayar di alfa indomaret bayar sudah mahal banyak benar biaya platform itu apa lagi sudah mana tahun ini naik banyak ampun deh,Negatif,0
ini bagaimana sik kok aku enggak bisa foto sama ktp nya mau register saja disusahin,Negatif,0
susah mendapatkan giliran memasuki data kendaraan khusus kita harus mencari pengaduan dimasa nanti walau sudah ada progres maka diganti ukuran bintangnya,Negatif,0
yg enggak ada fasilitas,Negatif,0
membayar pajak tahunan kendaraan semakin mudah dan para ribet walaupun telah merantau tetap disamping berbisnis juga harus pulang ke rumah anda dan stnk di jual via domisili alamat perusahaan mantap,Negatif,0
mantap,Positif,2
aplikasi abal abal sudah satu minggu bauar pajak kendaraan tapi lembar pembayaran pajak dan stiker pengesahan belum juga dikirim padahal setiap lengiriman sudah dipilih pangiriman express jarak kantor terdekat ke rumah juga masih jauh layanan bobrok yang kita nanti bayar pajak hati saja langsung di bawa kena razia ditilang sudah dibayar google secara online malah tidak usah sudah satu minggu menyesal menggunakan software ini mending tutup saja aplikasi tak bermutu tetap,Negatif,0
cepat krimin,Positif,2
mantu,Netral,1
apk sampah dari tahun hingga akhir tahun 2011 gak sedang pemeliharaan karena pemeliharaan memang klasik tapi itulah yang selalu mereka gunakan institusi ini seperti sok an project kan saja tapi sdm yg ini dibawah rata jadi tau sendiri tak blok saja aplikasi sampah kan,Negatif,0
thanks jadi lebih mudah,Positif,2
keren,Positif,2
aplikasi nya lumayan membantu untuk bayar pajak sendiri lewat online terima kasih,Positif,2
non dangdut bagus sangat cepat yang lambat di pengiriman single nya,Negatif,0
terakhir kenapa lambat pengurimannya,Negatif,0
sangat membantu untuk system nya sehingga signal ini tidak perlu ribet ke kanan,Negatif,0
terbaik,Netral,1
sangat membantu tanpa disangka agar dapat stnk bawa ke rumah secara aman,Negatif,0
terima kasih min prosesnya cepat sekarang bayar pajak tidak harus ke kantor bisa dari rumah sambil ngopi,Positif,2
maju amp lagi lagi harus nama sendiri kendaraan nya belum ada cek rugi lihat belum perkiraan biaya,Negatif,0
aplikasi buruk sangat sulit untuk verifikasi,Negatif,0
pelayanan cepat enggak usah repot datang langsung ke kantor samsat,Positif,2
pengirimannya sebulan semoga kedepannya bisa ditingkatkan,Netral,1
pelayanan mudah kalo bisa dipermudah lagi yang lama pengirimannya hampir minggu baru nyampai lokasi,Positif,2
ktp seumur hidup di bilang ktp kadaluarsa,Netral,1
scan foto gagal terus,Negatif,0
memudahkan masyarakat yang sedang merantau jika ingin perpanjang pajak kendaraan,Netral,1
sampah sampah,Negatif,0
mau dikenai pajak sebetulnya tidak bisa,Negatif,0
ok sangat memudahkan pembayaran pajak kendaraan,Netral,1
pengiriman stnk nya lama,Netral,1
ada biaya tambahan biaya pajak dan biaya pembelian biaya apaan itu program yang bayar biaya operasi bank itu kita ini tanpa di terima ongkos transfer dan ada biaya platform memangnya bikin aplikasi enggak dibayar membayar pajak apa harus mungut ini,Netral,1
penarikan pajak tahunan hingga tanpa ribet proses pengiriman pl sampai sampai,Negatif,0
registrasi bisa pas pemda provinsi jakarta mau gagal terus bagaimana ini min,Negatif,0
lebih simple lewat hp 100 saja sudah uang bayar 2000,Netral,1
pelayanan sudah baik,Netral,1
verifikasi email tidak bisa cs hanya office hours seharusnya jam dengan sistem shifting jadi jam berapapun ada kendala bisa langsung di selesaikan masa kalah dengan aplikasi swasta verifikasi email saja ribet sekal telat masuknya saya verifikasi dibilang kadarluasa padahal di menit yang sama saya klik payah,Negatif,0
apakah bisa ke daerah wajo di selatan,Netral,1
mantap,Positif,2
bagus cepat pelayanannya sampainya juga cepat stnknya medan ke jogja hari,Positif,2
2000,Netral,1
untuk kesekian kali perpanjangan stnk online kirim kerumah,Netral,1
aplikasi sangat membantu namum saat pengiriman dokumen nya lama sekal tapi buat yang awam aplikasi ini cukup membantu terus tingkatkan lagi agar mudah dalam akses nya,Positif,2
sudah minggu stnk belum kunjung datang bagaimana nih via pos,Netral,1
aplikasi kami sangat membantu tidak perlu proses lagi 2 hari sampai awal nya gagal lulus pemeriksaan cepat kan email ke pusat langsung ada pertamina dan juga berhasil verifikasi mantap,Negatif,0
hanya bisa digunakan kode bank ke kios penjual kartu mobilet maupun elektronik atm tolong diperbaiki sistemnya,Negatif,0
bermanfaat,Netral,1
tak sekal bengkel banyak ribet,Negatif,0
susah banget verifikasinya sampai bingung harus foto bagaimana lagi,Negatif,0
belum bisa daftar padahal data sudah sesai semua,Netral,1
akan memudahkan bayar pajak milik desa jika masih sibuk membayar thanks signal,Netral,1
· kurang memberikan informasi,Netral,1
mempermudah orang pulang ke samsat 1 nanti,Negatif,0
oleh voting akun saja banget terbukti gagal masuk tapi tidak dibetitahu mana yang salah data diri dan uangnya sudah jelas tapi beruntung jangan berhasil buang beberapa kecil banget dicoba berkali tetap gagal,Negatif,0
keren cepat sampai,Positif,2
sangat membantu,Positif,2
bagaimana sih berusaha cita begitu seterusnya,Negatif,0
kemarin bagus bagus saja tapi dari tahun aplikasi nya jadi eror terus enggak tau kenapa selalu gagal ketika mau pembayaran padahal aplikasinya sangat membantu no no pungli no lama lama tapi malah eror,Negatif,0
mudah tanpa foto foto dari motor scan a selvi pegang ktp stnk juga dikirim dari negara yg kayak sakpole ribet stnk yg dikirim bisa tinggal nyetak sendiri difotokopian,Negatif,0
·,Netral,1
cepat lur,Positif,2
bisa pembayaran modal bisa bri bri bukan sudah saya coba tapi tidak berani juga,Negatif,0
kerja bisa verifikasi kerja sama 2 ku sendiri susahnya bayar pajak baru neger bandung,Negatif,0
mantap,Positif,2
sangat membantu bagi orang yang selalu sibuk kerja dan tidak berhubungan dengan oknum oknum calo,Positif,2
mantap,Positif,2
aman terjadi,Netral,1
systropus,Netral,1
sangat membantu terima kasih,Positif,2
yang kesekian kalinya bayar pajak pakai signal praktis bayar pajak kendaraan dari rumah mudah kedepannya bisa untuk pajak ganti plat nomor biar lebih praktis tidak menyita waktu,Positif,2
pengiriman tersebut sangat lambat saya transaksi pembayaran tanggal juni 2001 paketnya tanggal juni 2000 lalu dikirim pak samsat ujung batu untuk proses pengiriman yang dilakukan didalam apl resi samsat nya resi pos jadi sudah bisa dilacak,Negatif,0
kecewa eh aku bayar pajak aplikasi signal satu bulansaya menubggu di kirim vua negara indonesia eh ternyata pos indonesia mengomong tidak kan no resinya di meminta maaf samsat eh katanyakantor posnya bagaimana kok tidak dikirimkan seperti nama negara yang sudahmengambil hak dari tspi tetapi juga pada ogah ini,Negatif,0
sangat membantu untuk yang diluar daerah,Positif,2
proses cepat aman simple good,Positif,2
mantap pisan uyy,Positif,2
aplikasi ini mempermudah pengurusan pajak kendaraan bisa kapan saja tapi cetak nota pajak agak lama mohon untuk di perbaiki biar pengguna makin banyak terima kasih,Positif,2
ini kok enggak bisa pilih pembayaran ya padahal tinggal tahap terakhir,Negatif,0
namun ya karena paket offline sangat dipersusah karena beda alamat paket yang tercantum di stnk pada komputer ip sekarang,Negatif,0
simpel jadi gaperlu antri lagi gaperlu keluar rumah,Netral,1
lebih mudah dan simple,Positif,2
luar biasa sangat memuaskan,Netral,1
aplikasi enggak jelas verifikasi wajah berkali kali gagal sudah ganti hape lain juga sama kali,Negatif,0
min admin mail lah surat nya masuk benerin profil kendaraan karena validasi dll kok mau bayar dengan pengesahan juga berhasil harus menghubungi samsat terdekat lalu apa yang validasi ktp email dan semacam berikut,Netral,1
aplikasinya banyak sayang petugas yang melakukan gambar lambat lambat,Negatif,0
yang enggak bisa bayar pajak di palikasi jadi uang dulu uang kecil juga,Negatif,0
awal bisa tapi akhir ini daftar pengesahannya gagal mulu muncul notif tidak berhasil didaftarkan apa gara di wilayah kalsel yang memang tidak bisa,Negatif,0
mantap dengan adanya layanal signal pengurusan pajak stnk jadi lebih mudah dan hemat waktu,Positif,2
sangat bagus,Positif,2
untuk aplikasinya mudah dan praktis tapi prosesnya kirimnya lama sekal hingga hari karena di komplain kali baru ke proses cetak dan kirim mohon ditingkatkan lagi dan dievalusi untuk proses cetak dikirimnya tidak berhenti lama di samsat,Positif,2
alhamdulillah jadi lebih mudah bayar pajak,Positif,2
kalau bisa jangan transaksi malam,Netral,1
enggak jelas,Netral,1
terima kasih maaf baru dikonfirmasi penerimaan karena saya di tangerang kebetulan dirumah kosong anak sadang pkl baru plng hari ini untuk saya sangat mmbntu sekal,Positif,2
dan sudah kali menanyakan pajak pada apk signal kegiatan itu tidak ada perizinan dan transaksi tidak ribet atau teliti serta satu kakak untuk stnk group akan di ikuti,Negatif,0
plastik dikasih plastik sekali lagi bisa bangkit lagi pelayanannya,Netral,1
aplikasi pelayanan publik enggak guna tetap mau bayar gaji dari duit gue bukan meminta gratisan payment pakai baca dan shopee gagal timeout terus chat cs ade eh cs ada chatbot disuruh [UNK] data no ktp nama no hp no ktp padahal data yang semua sudah ada di aplikasi terus sudah ngisi juga lagi ada opsi mengobrol ade cs kayaknya indonesia enggak akan maju kalo begini ke aplikasi cuma gimmick,Negatif,0
bagus banget mempermudah bayar pajak tanpa antrian di kantor,Positif,2
kita daftar sulit susah tolong susah itupun tidak terdaftat lah nya tidak punya nik saya hidup mana saya sangat mungkin tak memiliki data lain nya maaf b saja,Negatif,0
alhamdulillah pelayanan sangat memuaskan terima kasih apk signal,Positif,2
proses nya lama sampai hari baru sampai rumah,Netral,1
bagus cepat,Positif,2
sangat baik dan cepat,Positif,2
mantap pelayanannya cepat,Positif,2
sangat membantu,Positif,2
2006,Negatif,0
praktis langsung sampai rumah tanpa perlu ke kantor samsat recomended,Positif,2
mau bayar buat ontime tapi ternyata sistem lahan gagal seperti yang di dataran karena jarak dari kantor samsat butuh waktu setahun,Negatif,0
sangat memudahkan untuk membayar pajak tinggal tunggu dirumah stnk diantar sesai alamat yang di inginkan tanpa harus mengantri dan buang tenaga,Netral,1
mantap dong mudah di pakai lebih simple enggak harus antri pokoknya best lah ya,Positif,2
praktis sangat membantu,Positif,2
cukup membantu kita dalam melakukan transaksi pembayaran pajak motor atupun mobil,Positif,2
ok yang bisa dipercepat program nya,Netral,1
